"id","name","team","height","weight","year","position","hometown","state","country","latitude","longitude","formatted_height","stars"
4691688,"Robbie Ouzts","Alabama","76.0","270.0","4","TE","Rock Hill","SC","USA","34.924867","-81.025078","6'4""","3"
4692023,"Kristian Story","Alabama","73.0","213.0","4","DB","Lanett","AL","USA","32.868739","-85.190497","6'1""","4"
4692024,"Malachi Moore","Alabama","72.0","201.0","4","DB","Trussville","AL","USA","33.619627","-86.608434","6'0""","4"
4692032,"Jordan Smith","Alabama","70.0","210.0","4","LB","Chelsea","AL","USA","33.340111","-86.630263","5'10""","0"
4692033,"Tim Smith","Alabama","76.0","314.0","4","DL","Gifford","FL","USA","27.672998","-80.417888","6'4""","5"
4692034,"Kyle Flood Jr.","Alabama","72.0","212.0","4","LB","Middlesex","NJ","USA","40.427971","-74.396310","6'0""","0"
4692044,"Jah-Marien Latham","Alabama","75.0","278.0","4","DL","Reform","AL","USA","33.378451","-88.015301","6'3""","4"
4692048,"Que Robinson","Alabama","77.0","241.0","4","LB","Birmingham","AL","USA","33.520682","-86.802433","6'5""","5"
4694152,"Max Merril","Texas","76.0","295.0","3","OL","Houston","TX","USA","29.758938","-95.367697","6'4""","3"
4695287,"Jonathan Bennett","Alabama","70.0","180.0","4","RB","Birmingham","AL","USA","33.520682","-86.802433","5'10""","0"
4695289,"Robert Ellis","Alabama","72.0","220.0","4","TE","Enterprise","AL","USA","31.315171","-85.855216","6'0""","0"
4695294,"Charlie Skehan","Alabama","73.0","235.0","4","TE","Columbia","SC","USA","34.000312","-81.033131","6'1""","0"
4695295,"Bennett Whisenhunt","Alabama","73.0","222.0","4","LB","Vestavia","AL","USA","33.448799","-86.787949","6'1""","0"
4695705,"Marlin Klein","Michigan","78.0","247.0","3","TE","Cologne",NULL,"Germany","50.938361","6.959974","6'6""","3"
4696013,"Adam Saul","Washington","78.0","192.0","3","P","Gurnee","IL","USA","42.370300","-87.902019","6'6""","0"
4696688,"Josh Beetham","Michigan","77.0","250.0","3","TE","Yorkville","IL","USA","41.641141","-88.447295","6'5""","0"
4696746,"Sam Willoughby","Alabama","70.0","165.0","4","WR",NULL,NULL,NULL,NULL,NULL,"5'10""","0"
4697671,"Bradley McGannon","Washington","76.0","283.0","2","DL","Yelm","WA","USA","46.941388","-122.606390","6'4""","2"
4697673,"Addison Shrock","Washington","73.0","188.0","2","PK","Bellingham","WA","USA","48.754401","-122.478836","6'1""","0"
4701935,"Terrance Brooks","Texas","72.0","210.0","3","DB","Little Elm","TX","USA","33.162619","-96.937505","6'0""","4"
4701937,"Myles Pollard","Michigan","73.0","194.0","3","DB","Brentwood","TN","USA","36.032569","-86.782524","6'1""","3"
4702755,"Amorion Walker","Michigan","75.0","182.0","3","WR","Ponchatoula","LA","USA","30.438804","-90.441476","6'3""","3"
4704532,"Kristopher Ross","Texas","74.0","263.0","2","DL","Houston","TX","USA","29.758938","-95.367697","6'2""","0"
4706856,"X'Avion Brice","Texas","73.0","174.0","2","CB","Arlington","TX","USA","32.735582","-97.107119","6'1""","3"
4708062,"Cole Lourd","Texas","74.0","215.0","4","QB","Los Angeles","CA","USA","34.053691","-118.242766","6'2""","3"
4708488,"Antonio Kite","Alabama","72.0","175.0","2","CB","Anniston","AL","USA","33.662482","-85.828322","6'0""","4"
4711413,"Connor Jones","Michigan","78.0","320.0","3","OL","Monument","CO","USA","39.091659","-104.872758","6'6""","3"
4712882,"Ike Iwunnah","Michigan","75.0","313.0","4","DL","Garland","TX","USA","32.912624","-96.638883","6'3""","3"
4717429,"Jaray Bledsoe","Texas","76.0","290.0","2","DL","Marlin","TX","USA","31.308005","-96.890890","6'4""","4"
4723086,"Colston Loveland","Michigan","77.0","245.0","3","TE","Gooding","ID","USA","43.003104","-114.828692","6'5""","4"
4751681,"Ernest Hausmann","Michigan","74.0","235.0","3","LB","Columbus","NE","USA","41.429299","-97.358144","6'2""","3"
4794102,"Zeke Berry","Michigan","71.0","196.0","3","DB","Pittsburg","CA","USA","38.018175","-121.890123","5'11""","4"
4801729,"Aaron Bryant","Texas","74.0","305.0","2","DL","Southaven","MS","USA","34.987382","-90.003486","6'2""","4"
4806290,"Connor Robertson","Texas","76.0","310.0","2","OL","Austin","TX","USA","30.271129","-97.743700","6'4""","3"
4808746,"Micah Pollard","Michigan","74.0","234.0","3","LB","Jacksonville","FL","USA","30.332184","-81.655651","6'2""","3"
4808839,"Isaiah Bond","Alabama","71.0","180.0","3","WR","Buford","GA","USA","34.120656","-84.004351","5'11""","5"
4816090,"Parker Brailsford","Washington","74.0","290.0","2","OL","Mesa","AZ","USA","33.415101","-111.831455","6'2""","3"
4816097,"Lance Holtzclaw","Washington","75.0","224.0","2","EDGE","Dorchester","MA","USA","42.301376","-71.061274","6'3""","3"
4832800,"Denzel Boston","Washington","76.0","209.0","2","WR","South Hill","WA","USA","47.119862","-122.290171","6'4""","3"
4833591,"Ky Woods","Texas","69.0","175.0","2","RB","League City","TX","USA","29.507454","-95.094930","5'9""","0"
4837473,"Jake Pope","Alabama","73.0","205.0","2","DB","Buford","GA","USA","34.120656","-84.004351","6'1""","4"
4868340,"Joey Klunder","Michigan","75.0","275.0","3","DE","Grosse Pointe","MI","USA","42.386149","-82.911859","6'3""","0"
4868898,"Jalen Klemm","Washington","78.0","285.0","2","OL","Mars","PA","USA","40.695834","-80.011878","6'6""","3"
4868929,"Will Stone","Texas","72.0","195.0","3","PK","Austin","TX","USA","30.271129","-97.743700","6'0""","3"
4869534,"Amari Niblack","Alabama","76.0","245.0","3","TE","Saint Petersburg","FL","USA","27.770048","-82.635908","6'4""","4"
4869584,"Alessandro Lorenzetti","Michigan","77.0","285.0","3","DL","Montreal","PQ","Canada","-23.404972","-51.954573","6'5""","3"
4869965,"Kobe Prentice","Alabama","70.0","188.0","3","WR","Calera","AL","USA","33.103505","-86.750573","5'10""","4"
4870593,"Tausili Akana","Texas","76.0","220.0","1","LB","Laie","HI","USA","21.643845","-157.924442","6'4""","4"
4870595,"Olaus Alinen","Alabama","78.0","335.0","1","OL","Pori",NULL,"Finland","61.486613","21.797207","6'6""","4"
4870609,"CJ Baxter","Texas","73.0","220.0","2","RB","Orlando","FL","USA","28.542111","-81.379030","6'1""","5"
4870641,"Semaj Bridgeman","Michigan","74.0","223.0","1","LB","Philadelphia","PA","USA","39.952724","-75.163526","6'2""","4"
4870656,"Johntay Cook II","Texas","72.0","185.0","2","WR","Desoto","TX","USA","32.589783","-96.857018","6'0""","5"
4870689,"Sawyer Deerman","Alabama","70.0","185.0","1","WR","Northport","AL","USA","33.229298","-87.577129","5'10""","3"
4870699,"Karmello English","Michigan","71.0","190.0","1","WR","Phenix City","AL","USA","32.470976","-85.000765","5'11""","4"
4870704,"Enow Etta","Michigan","77.0","308.0","2","DL","Keller","TX","USA","32.929966","-97.227125","6'5""","4"
4870706,"Caleb Downs","Alabama","72.0","205.0","2","S","Hoschton","GA","USA","34.096496","-83.761284","6'0""","5"
4870717,"Nathan Efobi","Michigan","75.0","307.0","2","OL","Cumming","GA","USA","34.207320","-84.140193","6'3""","4"
4870758,"Anthony James","Washington","77.0","272.0","1","DE","Lavon","TX","USA","33.027619","-96.434152","6'5""","3"
4870760,"Justice Haynes","Alabama","71.0","210.0","2","RB","Buford","GA","USA","34.120656","-84.004351","5'11""","5"
4870775,"Amir Herring","Michigan","75.0","300.0","1","OL","Southfield","MI","USA","42.473369","-83.221873","6'3""","4"
4870776,"Jalen Hale","Alabama","73.0","188.0","2","WR","Longview","TX","USA","32.500703","-94.740490","6'1""","5"
4870778,"Edric Hill","Alabama","75.0","275.0","1","DL","Kansas City","MO","USA","39.100105","-94.578142","6'3""","4"
4870796,"Jahlil Hurley","Alabama","74.0","185.0","1","DB","Florence","AL","USA","34.799810","-87.677251","6'2""","5"
4870805,"Anthony Hill Jr.","Texas","75.0","235.0","2","LB","Denton","TX","USA","33.183879","-97.141342","6'3""","5"
4870819,"Eli Holstein","Alabama","76.0","225.0","1","QB","Zachary","LA","USA","30.648519","-91.156496","6'4""","4"
4870856,"Tony Mitchell","Alabama","74.0","205.0","1","DB","Alabaster","AL","USA","33.244281","-86.816377","6'2""","3"
4870860,"DeAndre Moore Jr.","Texas","72.0","195.0","2","WR","Anaheim","CA","USA","33.834752","-117.911732","6'0""","4"
4870862,"Liona Lefau","Texas","73.0","225.0","2","LB","Laie","HI","USA","21.643845","-157.924442","6'1""","4"
4870870,"Ty Lockwood","Alabama","77.0","239.0","1","TE","Thompsons Station","TN","USA","35.790262","-86.866541","6'5""","4"
4870878,"Hunter Osborne","Alabama","76.0","298.0","1","DL","Trussville","AL","USA","33.619627","-86.608434","6'4""","4"
4870879,"Keon Keeley","Alabama","77.0","277.0","1","LB","Tampa","FL","USA","27.947760","-82.458444","6'5""","5"
4870881,"Payton Kirkland","Texas","78.0","350.0","1","G","Orlando","FL","USA","28.542111","-81.379030","6'6""","3"
4870899,"Miles McVay","Alabama","78.0","342.0","1","OL","East Saint Louis","IL","USA","38.626867","-90.159707","6'6""","4"
4870900,"Dylan Lonergan","Alabama","74.0","214.0","1","QB","Snellville","GA","USA","33.857328","-84.019911","6'2""","4"
4870905,"Caleb Presley","Washington","72.0","177.0","1","CB","Federal Way","WA","USA","47.313494","-122.339310","6'0""","4"
4870906,"Arch Manning","Texas","76.0","225.0","1","QB","New Orleans","LA","USA","29.975998","-90.078213","6'4""","5"
4870908,"Sydir Mitchell","Texas","78.0","350.0","1","DL","Paterson","NJ","USA","40.916765","-74.171811","6'6""","4"
4870915,"Curley Reed III","Washington","73.0","191.0","1","CB","Iowa","LA","USA","30.236877","-93.013757","6'1""","4"
4870953,"Malik Muhammad","Texas","72.0","190.0","2","DB","Desoto","TX","USA","32.589783","-96.857018","6'0""","5"
4870964,"William Randle","Texas","76.0","240.0","1","TE","New Orleans","LA","USA","29.975998","-90.078213","6'4""","3"
4870969,"James Smith","Alabama","75.0","296.0","2","DL","Montgomery","AL","USA","32.377420","-86.309168","6'3""","5"
4870970,"Yhonzae Pierre","Alabama","75.0","239.0","1","LB","Eufaula","AL","USA","31.891272","-85.145488","6'3""","5"
4870975,"Jordan Renaud","Alabama","76.0","268.0","1","DL","Sarasota","FL","USA","27.336581","-82.530855","6'4""","5"
4870976,"Kadyn Proctor","Alabama","79.0","369.0","2","OL","Des Moines","IA","USA","41.586865","-93.624949","6'7""","5"
4871044,"Derek Williams Jr.","Texas","74.0","195.0","2","DB","New Iberia","LA","USA","30.003537","-91.818729","6'2""","5"
4871068,"Rashid Williams","Washington","73.0","181.0","1","WR","Brentwood","CA","USA","37.931777","-121.696026","6'1""","4"
4871076,"Quintrevion Wisner","Texas","72.0","200.0","2","RB","Glenn Heights","TX","USA","32.543901","-96.855297","6'0""","3"
4871081,"Richard Young","Alabama","71.0","216.0","1","RB","Lehigh Acres","FL","USA","26.604059","-81.658133","5'11""","5"
4873232,"Mason Graham","Michigan","75.0","320.0","3","DL","Anaheim","CA","USA","33.834752","-117.911732","6'3""","4"
4875340,"Davon Banks","Washington","71.0","184.0","3","CB","San Jacinto","CA","USA","33.783966","-116.958909","5'11""","0"
4875341,"Camden Sirmon","Washington","72.0","196.0","3","WR","Missoula","MT","USA","46.870105","-113.995267","6'0""","0"
4875346,"Mason Wheeler","Washington","69.0","173.0","3","WR","Vancouver","WA","USA","45.630695","-122.674456","5'9""","2"
4875348,"Milton Hopkins Jr.","Washington","76.0","232.0","3","EDGE","Seattle","WA","USA","47.603832","-122.330062","6'4""","0"
4875350,"Quentin Moore","Washington","76.0","257.0","4","TE","Kenmore","WA","USA","47.759672","-122.249637","6'4""","3"
4875351,"Griffin Waiss","Washington","77.0","245.0","3","TE","San Jose","CA","USA","37.336166","-121.890591","6'5""","0"
4875813,"Hayden Neighbors","Alabama","75.0","185.0","3","WR","Huntsville","AL","USA","34.729847","-86.585901","6'3""","0"
4876132,"Josh Cuevas","Washington","75.0","251.0","3","TE","Los Angeles","CA","USA","34.053691","-118.242766","6'3""","0"
4878504,"Robert Sweeney","Texas","77.0","300.0","2","OL","Dallas","TX","USA","32.776272","-96.796856","6'5""","0"
4878681,"Davis Warren","Michigan","74.0","195.0","4","QB","Los Angeles","CA","USA","34.053691","-118.242766","6'2""","0"
4878682,"Jesse Madden","Michigan","73.0","180.0","3","DB","Oakland","CA","USA","37.804456","-122.271356","6'1""","0"
4878686,"Peyton O'Leary","Michigan","75.0","203.0","4","WR","Byfield","MA","USA","42.759814","-70.948110","6'3""","0"
4878687,"Joe Taylor","Michigan","70.0","190.0","4","WR","Chelsea","MI","USA","42.318016","-84.020224","5'10""","0"
4878688,"Christian Boivin","Michigan","72.0","225.0","4","LB","Traverse City","MI","USA","44.760648","-85.616598","6'0""","0"
4878690,"Trevor Andrews","Michigan","73.0","224.0","3","LB","Brentwood","TN","USA","36.032569","-86.782524","6'1""","0"
4878691,"Noah Howes","Michigan","76.0","240.0","4","TE","Rochester","MI","USA","42.680588","-83.133821","6'4""","0"
4878694,"Peter Simmons","Michigan","73.0","285.0","4","DL","Bonita Springs","FL","USA","26.339806","-81.778697","6'1""","0"
4878695,"Max Bredeson","Michigan","74.0","240.0","4","TE","Hartland","WI","USA","43.105008","-88.342040","6'2""","0"
4880041,"Kneeland Hibbett","Alabama","74.0","240.0","4","LS","Florence","AL","USA","34.799810","-87.677251","6'2""","0"
4880045,"Graham Roten","Alabama","75.0","285.0","4","OL","Fairview","TN","USA","35.982007","-87.121395","6'3""","0"
4880046,"Adam Thorsland","Alabama","77.0","232.0","4","TE","Walhalla","SC","USA","34.764818","-83.064042","6'5""","0"
4880048,"James Burnip","Alabama","78.0","236.0","4","P","Mount Macedon","VIC","Australia","-37.390262","144.590741","6'6""","0"
4880051,"Reid Schuback","Alabama","72.0","185.0","4","PK","Poway","CA","USA","32.962823","-117.035864","6'0""","0"
4880346,"Michael Taaffe","Texas","72.0","195.0","3","DB","Austin","TX","USA","30.271129","-97.743700","6'0""","0"
4880347,"Bert Auburn","Texas","72.0","185.0","4","PK","Flower Mound","TX","USA","33.028385","-97.086720","6'0""","0"
4880348,"Thatcher Milton","Texas","70.0","185.0","4","WR","Cypress","TX","USA","29.969112","-95.697169","5'10""","0"
4880349,"Marshall Landwehr","Texas","72.0","225.0","4","LB","Dallas","TX","USA","32.776272","-96.796856","6'0""","0"
4880350,"Christian Rizzi","Texas","71.0","215.0","4","S","Metairie","LA","USA","29.989993","-90.150543","5'11""","0"
4880856,"Alex Froelich","Washington","74.0","213.0","2","LS","South Pasadena","CA","USA","34.113306","-118.147829","6'2""","0"
4880858,"Jake Jennings","Washington","76.0","229.0","3","EDGE","Gig Harbor","WA","USA","47.325970","-122.587866","6'4""","0"
4881430,"Kade Wehby","Alabama","69.0","185.0","4","LS","Plantation","FL","USA","26.127586","-80.233104","5'9""","0"
4888707,"Danny Lewis Jr.","Alabama","77.0","257.0","2","TE","New Iberia","LA","USA","30.003537","-91.818729","6'5""","3"
4889929,"Quinn Ewers","Texas","74.0","210.0","3","QB","Southlake","TX","USA","32.941236","-97.134178","6'2""","5"
4890418,"Teddy Purcell","Washington","73.0","186.0","3","QB","Atherton","CA","USA","37.453773","-122.205827","6'1""","0"
4890419,"Jack McCallister","Washington","72.0","205.0","3","P","Edmonds","WA","USA","47.810574","-122.377495","6'0""","0"
4890430,"Antonio Hill","Washington","71.0","188.0","4","CB","Bellevue","WA","USA","47.614422","-122.192337","5'11""","0"
4894654,"Kenneth Grant","Michigan","75.0","339.0","3","DL","Merrillville","IN","USA","41.482814","-87.332814","6'3""","3"
4896353,"Jimmy Rolder","Michigan","74.0","240.0","3","LB","Orland Park","IL","USA","41.630663","-87.853629","6'2""","4"
4896390,"Brandon Mann","Michigan","75.0","245.0","3","TE","Franklin","MI","USA","42.522257","-83.306043","6'3""","0"
4899352,"Deakon Tonielli","Michigan","77.0","238.0","2","TE","Oswego","IL","USA","41.683478","-88.352571","6'5""","4"
4899366,"Semaj Morgan","Michigan","70.0","174.0","2","WR","West Bloomfield","MI","USA","42.567616","-83.359256","5'10""","3"
4899367,"Ryan Niblett","Texas","70.0","185.0","1","WR","Houston","TX","USA","29.758938","-95.367697","5'10""","4"
4899376,"Jaydon Chatman","Texas","76.0","300.0","1","OL","Harker Heights","TX","USA","31.074635","-97.659047","6'4""","4"
4899475,"Wilkin Formby","Alabama","79.0","324.0","1","OL","Tuscaloosa","AL","USA","33.209561","-87.567526","6'7""","4"
4899478,"Derion Gullette","Texas","75.0","235.0","1","LB","Marlin","TX","USA","31.308005","-96.890890","6'3""","4"
4899479,"Evan Link","Michigan","78.0","328.0","2","OL","Burke","VA","USA","38.778416","-77.274964","6'6""","4"
4900374,"Isaiah Hastings","Alabama","76.0","294.0","2","DL","Toronto","ON","Canada","43.653482","-79.383935","6'4""","0"
4905609,"Fredrick Moore","Michigan","73.0","181.0","2","WR","Saint Louis","MO","USA","38.628028","-90.191015","6'1""","3"
4907672,"Adam Samaha","Michigan","71.0","195.0","2","PK","Ypsilanti","MI","USA","42.241051","-83.611765","5'11""","3"
4908867,"Ethan Burke","Texas","78.0","260.0","3","LB","Austin","TX","USA","30.271129","-97.743700","6'6""","4"
4910827,"Evan Boutorwick","Michigan","75.0","230.0","3","LS","Sterling Heights","MI","USA","42.580312","-83.030203","6'3""","0"
4910844,"Grady Gross","Washington","71.0","218.0","3","PK","Scottsdale","AZ","USA","33.494219","-111.926018","5'11""","0"
4911869,"Lance St. Louis","Texas","72.0","220.0","3","S","Gilbert","AZ","USA","33.352763","-111.789037","6'0""","3"
4912156,"Andrew Gentry","Michigan","79.0","327.0","3","OL","Littleton","CO","USA","39.613321","-105.016649","6'7""","4"
4916379,"Jayvon Parker","Washington","75.0","297.0","3","DL","Detroit","MI","USA","42.331551","-83.046640","6'3""","3"
4916380,"Armon Parker","Washington","75.0","312.0","2","DL","Detroit","MI","USA","42.331551","-83.046640","6'3""","0"
4917046,"Jay Green","Washington","75.0","208.0","3","S","Houston","TX","USA","29.758938","-95.367697","6'3""","3"
4917371,"Alex Rozier","Alabama","76.0","220.0","3","LS","Hattiesburg","MS","USA","31.327119","-89.290339","6'4""","0"
4917858,"Cole Cabana","Michigan","72.0","204.0","2","RB","Dexter","MI","USA","42.337300","-83.884200","6'0""","4"
4917985,"Connor Stroh","Texas","79.0","350.0","1","OL","Frisco","TX","USA","33.150600","-96.823818","6'7""","3"
4918101,"S'Maje Burrell","Texas","72.0","219.0","1","LB","Fort Worth","TX","USA","32.753177","-97.332746","6'0""","4"
4918121,"Cole Adams","Alabama","70.0","181.0","1","WR","Owasso","OK","USA","36.265970","-95.854856","5'10""","4"
4918129,"Colton Vasek","Texas","77.0","260.0","1","LB","Austin","TX","USA","30.271129","-97.743700","6'5""","4"
4918430,"Trevor Goosby","Texas","79.0","315.0","1","OL","Melissa","TX","USA","33.286246","-96.572241","6'7""","5"
4918431,"Breeon Ishmail","Michigan","75.0","260.0","2","DE","Hamilton","OH","USA","39.208535","-84.550187","6'3""","3"
4918439,"Elinneus Davis","Washington","74.0","309.0","1","DL","Moorhead","MN","USA","46.873908","-96.753867","6'2""","3"
4918449,"Jyaire Hill","Michigan","74.0","185.0","2","DB","Kankakee","IL","USA","41.125390","-87.848682","6'2""","4"
4919036,"Andre Cojoe","Texas","78.0","340.0","1","OL","Grand Prairie","TX","USA","32.745965","-96.997785","6'6""","3"
4921240,"Brooks Bahr","Michigan","77.0","319.0","2","DL","Lake Forest","IL","USA","42.258646","-87.840706","6'5""","3"
4921273,"Billy Walton III","Texas","75.0","225.0","1","DE","Grand Prairie","TX","USA","32.745965","-96.997785","6'3""","3"
4921318,"Spencer Shannon","Texas","79.0","255.0","1","TE","San Clemente","CA","USA","33.427028","-117.612418","6'7""","3"
4921406,"Landen Hatchett","Washington","74.0","310.0","2","OL","Ferndale","WA","USA","48.846670","-122.589723","6'2""","4"
4921520,"Tybo Rogers","Washington","71.0","185.0","1","RB","Bakersfield","CA","USA","35.373871","-119.019463","5'11""","3"
4922989,"Jelani McDonald","Texas","74.0","205.0","2","DB","Waco","TX","USA","31.549190","-97.147463","6'2""","4"
4923036,"Cameron Brandt","Michigan","76.0","265.0","2","DE","Chatsworth","CA","USA","34.257250","-118.601702","6'4""","3"
4923048,"Deven Bryant","Washington","71.0","234.0","1","LB","Carson","CA","USA","33.832204","-118.251755","5'11""","3"
4923052,"Cameron Calhoun","Michigan","72.0","177.0","1","CB","Cincinnati","OH","USA","39.101454","-84.512460","6'0""","4"
4923287,"Elishah Jackett","Washington","79.0","271.0","1","OL","Orange","CA","USA","33.750631","-117.872231","6'7""","4"
4940235,"Taeshaun Lyons","Washington","73.0","177.0","1","WR","Hayward","CA","USA","37.668821","-122.080796","6'1""","4"
4950398,"Warren Roberson","Texas","72.0","190.0","1","DB","Red Oak","TX","USA","32.511710","-96.808363","6'0""","4"
4954503,"Jordan Whitney","Washington","72.0","216.0","1","LB","Oxnard","CA","USA","34.197631","-119.180381","6'0""","3"
4988081,"Vincent Holmes","Washington","72.0","187.0","1","S","San Jacinto","CA","USA","33.783966","-116.958909","6'0""","4"
5008017,"Benjamin Hall","Michigan","71.0","235.0","2","RB","Acworth","GA","USA","34.065933","-84.676880","5'11""","3"
5017177,"Keith Reynolds","Washington","69.0","180.0","1","WR","Adelanto","CA","USA","34.582770","-117.409215","5'9""","3"
5077303,"Jacob Lane","Washington","77.0","255.0","2","EDGE","Puyallup","WA","USA","47.184901","-122.292140","6'5""","3"
5077503,"Hayden Moore","Michigan","74.0","222.0","1","LB","Parker","CO","USA","39.518451","-104.761264","6'2""","3"
5077638,"Bray Hubbard","Alabama","74.0","204.0","2","DB","Ocean Springs","MS","USA","30.411290","-88.827917","6'2""","4"
5077669,"Diesel Gordon","Washington","72.0","164.0","1","S","Arlington","TX","USA","32.735582","-97.107119","6'0""","3"
5077875,"Zachary Henning","Washington","77.0","299.0","1","OL","Centennial","CO","USA","39.579155","-104.876923","6'5""","3"
5078347,"Soane Faasolo","Washington","80.0","295.0","1","OL","East Palo Alto","CA","USA","37.468827","-122.141075","6'8""","3"
5078420,"Leroy Bryant","Washington","71.0","180.0","1","CB","Fairfield","CA","USA","38.249358","-122.039966","5'11""","3"
5079508,"Austin Mack","Washington","78.0","236.0","1","QB","Folsom","CA","USA","38.677959","-121.176058","6'6""","4"
5079656,"Dezz Ricks","Alabama","73.0","195.0","1","DB","Norfolk","VA","USA","36.849370","-76.289954","6'1""","5"
5080694,"Jax Porter","Alabama","78.0","232.0","2","TE","Dallas","TX","USA","32.776272","-96.796856","6'6""","0"
5080968,"Aymeric Koumba","Michigan","77.0","260.0","2","DE","Bordeaux",NULL,"France","44.841225","-0.580036","6'5""","3"
5081854,"Conor Talty","Alabama","73.0","198.0","1","PK","Chicago","IL","USA","41.875562","-87.624421","6'1""","3"
5081965,"Joe Tatum","Texas","71.0","185.0","3","QB","Los Angeles","CA","USA","34.053691","-118.242766","5'11""","0"
5081966,"Colin Page","Texas","72.0","210.0","3","RB","Austin","TX","USA","30.271129","-97.743700","6'0""","0"
5081967,"Carson Marshall","Texas","72.0","185.0","3","DB","Katy","TX","USA","29.785785","-95.824396","6'0""","0"
5081969,"Quinn Merritt","Texas","73.0","190.0","3","WR","Los Gatos","CA","USA","37.226611","-121.974680","6'1""","0"
5081970,"Graham Gillespie","Texas","72.0","200.0","3","DB","Cypress","TX","USA","29.969112","-95.697169","6'0""","0"
5081971,"Remy Patson","Texas","69.0","170.0","3","WR","Austin","TX","USA","30.271129","-97.743700","5'9""","0"
5081972,"Hamilton McMartin","Texas","72.0","175.0","3","WR","Katy","TX","USA","29.785785","-95.824396","6'0""","0"
5081973,"Ben Armstrong","Texas","75.0","285.0","3","DL","Leander","TX","USA","30.573613","-97.856734","6'3""","0"
5081975,"Charles Feris","Texas","74.0","205.0","3","PK","Houston","TX","USA","29.758938","-95.367697","6'2""","0"
5081976,"Michael Flanagan","Texas","74.0","225.0","3","LB","Frisco","TX","USA","33.150600","-96.823818","6'2""","0"
5081977,"DJ Campbell","Texas","75.0","330.0","3","OL","Arlington","TX","USA","32.735582","-97.107119","6'3""","5"
5081978,"Rick McBroom","Texas","74.0","290.0","3","OL","Fort Worth","TX","USA","32.753177","-97.332746","6'2""","0"
5081980,"Gus Asel","Texas","73.0","226.0","4","TE","Frisco","TX","USA","33.150600","-96.823818","6'1""","0"
5081981,"Reece Beauchamp","Texas","74.0","190.0","3","WR","Austin","TX","USA","30.271129","-97.743700","6'2""","0"
5082260,"Coby McNeal","Alabama","77.0","250.0","3","TE","Dothan","AL","USA","31.223729","-85.393438","6'5""","0"
5082670,"Jakson Berman","Washington","71.0","190.0","2","CB","San Jose","CA","USA","37.336166","-121.890591","5'11""","0"
5082671,"Tristan Warner","Washington","73.0","206.0","2","S","Tacoma","WA","USA","47.245501","-122.438329","6'1""","0"
5082672,"Anay Nagarajan","Washington","71.0","190.0","3","CB","San Jose","CA","USA","37.336166","-121.890591","5'11""","0"
5082673,"Austin Harnetiaux","Washington","75.0","232.0","2","LB","Seattle","WA","USA","47.603832","-122.330062","6'3""","0"
5082675,"Griffin Miller","Washington","74.0","227.0","2","LB","Sammamish","WA","USA","47.601755","-122.041684","6'2""","0"
5082676,"Jake Parnagian","Washington","70.0","204.0","2","WR","Clovis","CA","USA","36.825228","-119.702919","5'10""","0"
5082677,"Jackson Girouard","Washington","72.0","193.0","3","WR","Redwood City","CA","USA","37.486324","-122.232523","6'0""","0"
5082678,"John Frazier","Washington","78.0","244.0","2","TE","Mountain View","CA","USA","37.389389","-122.083210","6'6""","0"
5084987,"Kahlee Tafai","Washington","77.0","338.0","1","OL","Los Angeles","CA","USA","34.053691","-118.242766","6'5""","3"
5085243,"Hudson Hollenbeck","Michigan","74.0","206.0","3","PK","Collierville","TN","USA","35.042036","-89.664527","6'2""","0"
5085885,"Braydon Bruener","Washington","72.0","194.0","1","LB","Redmond","WA","USA","47.669414","-122.123877","6'0""","0"
5086014,"Joshua Nichols","Michigan","70.0","205.0","3","DB","Detroit","MI","USA","42.331551","-83.046640","5'10""","0"
5086016,"Nico Andrighetto","Michigan","69.0","190.0","3","DB","Mountain View","CA","USA","37.389389","-122.083210","5'9""","0"
5086017,"Logan Forbes","Michigan","74.0","195.0","3","WR","Clarkston","MI","USA","42.735863","-83.418830","6'2""","0"
5086018,"Bryce Wilcox","Michigan","71.0","191.0","3","DB","Sharpsburg","GA","USA","33.339284","-84.648542","5'11""","0"
5086019,"Joel Metzger","Michigan","73.0","230.0","4","LB","Battle Creek","MI","USA","42.319255","-85.182427","6'1""","0"
5086021,"Henry Donohue","Michigan","71.0","215.0","4","RB","Bronxville","NY","USA","40.938154","-73.832078","5'11""","0"
5086022,"James Kavouklis","Michigan","73.0","284.0","3","OL","Tampa","FL","USA","27.947760","-82.458444","6'1""","0"
5086026,"Chibi Anwunah","Michigan","77.0","278.0","3","DE","Canton","MI","USA","32.612602","-90.036751","6'5""","0"
5088628,"Zack Marshall","Michigan","76.0","235.0","2","TE","Solana Beach","CA","USA","32.990560","-117.269131","6'4""","3"
5089445,"JD Baird","Alabama","68.0","190.0","3","LB","Tuscaloosa","AL","USA","33.209561","-87.567526","5'8""","0"
5089446,"Upton Bellenfant","Alabama","74.0","175.0","2","PK","Brentwood","TN","USA","36.032569","-86.782524","6'2""","0"
5089447,"Prince Butler","Alabama","73.0","200.0","3","DB","Alexandria","VA","USA","38.805110","-77.047023","6'1""","0"
5089448,"Zarian Courtney","Alabama","74.0","183.0","4","WR","Arlington","TX","USA","32.735582","-97.107119","6'2""","0"
5089450,"Peyton Fox","Alabama","76.0","225.0","3","TE","Pelham","AL","USA","33.285669","-86.809988","6'4""","0"
